product_id,title,description,category,price,rating,reviews_count,sales_last_30_days,stock,seller_rating,shipping_time_days
42,Samsung Galaxy S21,Android flagship with amazing display,Electronics/Phones,1472.0852670686374,3.888701614365151,561,196,64,4.821127969140301,8
43,"MacBook Pro 14""",Powerful laptop for professionals,Electronics/Laptops,1869.3255653152914,4.68128545261856,642,194,34,4.103977987438,2
44,Gaming Mouse RGB,High precision gaming mouse with RGB lighting,Electronics/Accessories,567.9338680937535,3.7470557043092954,515,18,50,4.15609839677084,8
45,Wireless Earbuds,Premium wireless earbuds with noise cancellation,Electronics/Audio,459.3844294121552,4.107003037339055,941,1,89,4.27290250938058,5
46,iPhone 13 Pro 128GB,Latest Apple iPhone with Pro camera system,Electronics/Phones,1623.1849867754624,3.7572595402018116,781,47,94,4.9210523086587346,3
47,Samsung Galaxy S21,Android flagship with amazing display,Electronics/Phones,1830.1428185537557,4.734594835778093,259,147,50,4.3521427751185895,8
48,"MacBook Pro 14""",Powerful laptop for professionals,Electronics/Laptops,366.1901198427776,3.6608884702621065,630,162,86,4.39801328904662,2
49,Gaming Mouse RGB,High precision gaming mouse with RGB lighting,Electronics/Accessories,483.62815044359286,4.516083776838229,771,121,87,4.55958737598666,9
50,Wireless Earbuds,Premium wireless earbuds with noise cancellation,Electronics/Audio,1785.45955949372,3.6930455889777742,842,192,37,4.226042937866487,9
51,iPhone 13 Pro 128GB,Latest Apple iPhone with Pro camera system,Electronics/Phones,1900.8097576756863,3.88291557596024,35,179,54,4.877507930755238,1
52,Samsung Galaxy S21,Android flagship with amazing display,Electronics/Phones,393.5470733854023,3.845163472485246,244,74,29,4.594689230877826,9
53,"MacBook Pro 14""",Powerful laptop for professionals,Electronics/Laptops,827.7551677403675,4.151292244776415,795,126,88,4.965501044193296,1
54,Gaming Mouse RGB,High precision gaming mouse with RGB lighting,Electronics/Accessories,1064.0670972291846,4.890074639143581,59,86,78,4.786249533479712,5
55,Wireless Earbuds,Premium wireless earbuds with noise cancellation,Electronics/Audio,160.13399996897698,4.077352766267804,725,44,6,4.616570322121847,1
56,iPhone 13 Pro 128GB,Latest Apple iPhone with Pro camera system,Electronics/Phones,1745.1850342113269,3.5670202367086756,584,117,11,4.680144486557586,4
57,Samsung Galaxy S21,Android flagship with amazing display,Electronics/Phones,1109.1139621536645,4.449885915631554,347,74,85,4.7830259439209595,8
58,"MacBook Pro 14""",Powerful laptop for professionals,Electronics/Laptops,321.5189159719332,4.693310910221535,852,50,9,4.653449264878853,1
59,Gaming Mouse RGB,High precision gaming mouse with RGB lighting,Electronics/Accessories,1363.8743409508008,4.12241080263533,67,187,55,4.428386128713504,5
60,Wireless Earbuds,Premium wireless earbuds with noise cancellation,Electronics/Audio,779.4958265979034,4.307136853489103,311,90,86,4.4809912670336915,7
61,iPhone 13 Pro 128GB,Latest Apple iPhone with Pro camera system,Electronics/Phones,943.206509194952,3.5131554836596335,890,53,89,4.150592824842954,6
62,Samsung Galaxy S21,Android flagship with amazing display,Electronics/Phones,1708.1341464323723,3.7908595844337167,628,154,12,4.164710441761088,7
63,"MacBook Pro 14""",Powerful laptop for professionals,Electronics/Laptops,1020.5840600043138,4.383833835364877,445,93,48,4.351466169183889,5
64,Gaming Mouse RGB,High precision gaming mouse with RGB lighting,Electronics/Accessories,1581.0400241636755,4.8268447217117,505,177,95,4.3991411908014335,2
65,Wireless Earbuds,Premium wireless earbuds with noise cancellation,Electronics/Audio,1023.3694116546329,4.580971398662625,35,109,79,4.456558589848675,5
66,iPhone 13 Pro 128GB,Latest Apple iPhone with Pro camera system,Electronics/Phones,1769.207010058934,4.488961962923685,443,133,40,4.11964580896852,7
67,Samsung Galaxy S21,Android flagship with amazing display,Electronics/Phones,678.1279604737956,4.7495246761678604,367,23,11,4.19852370333645,4
68,"MacBook Pro 14""",Powerful laptop for professionals,Electronics/Laptops,1665.7784983656325,3.9025436943139624,416,15,13,4.182972710478608,3
69,Gaming Mouse RGB,High precision gaming mouse with RGB lighting,Electronics/Accessories,982.2067597858992,3.646025698401503,904,52,88,4.516748097940424,7
70,Wireless Earbuds,Premium wireless earbuds with noise cancellation,Electronics/Audio,1765.5768991764644,3.612593511273162,975,34,6,4.3365263147894035,4
71,iPhone 13 Pro 128GB,Latest Apple iPhone with Pro camera system,Electronics/Phones,1642.0817942472559,4.057841171246476,68,84,9,4.328513024048199,7
72,Samsung Galaxy S21,Android flagship with amazing display,Electronics/Phones,1557.1113575557508,3.976815155964232,985,31,31,4.814354350153691,9
73,"MacBook Pro 14""",Powerful laptop for professionals,Electronics/Laptops,107.99142469421682,4.0270096286659065,501,194,83,4.8840714251388055,6
74,Gaming Mouse RGB,High precision gaming mouse with RGB lighting,Electronics/Accessories,1408.83190275781,4.553182373660553,740,186,72,4.50741762720935,9
75,Wireless Earbuds,Premium wireless earbuds with noise cancellation,Electronics/Audio,1959.9140478462907,3.9912145946885333,174,63,94,4.9970868612295,4
76,iPhone 13 Pro 128GB,Latest Apple iPhone with Pro camera system,Electronics/Phones,102.01872343518735,3.567257959070056,528,48,50,4.138745855473593,4
77,Samsung Galaxy S21,Android flagship with amazing display,Electronics/Phones,1560.8537262134034,4.611150200763137,796,32,73,4.991126500947858,7
78,"MacBook Pro 14""",Powerful laptop for professionals,Electronics/Laptops,305.1864393144359,3.6527977551471085,661,108,5,4.180511742737422,5
79,Gaming Mouse RGB,High precision gaming mouse with RGB lighting,Electronics/Accessories,1512.3757954765051,4.66265866948856,894,155,70,4.977134092084771,7
80,Wireless Earbuds,Premium wireless earbuds with noise cancellation,Electronics/Audio,1868.93959896225,3.90555092454313,43,106,6,4.992938576462218,5
81,iPhone 13 Pro 128GB,Latest Apple iPhone with Pro camera system,Electronics/Phones,561.3307656859674,4.450263987691968,706,90,25,4.942684409805207,6
82,Samsung Galaxy S21,Android flagship with amazing display,Electronics/Phones,1491.0833364515183,4.816527802663329,815,28,10,4.7162363258232105,3
83,"MacBook Pro 14""",Powerful laptop for professionals,Electronics/Laptops,685.4643406202517,4.035347214037717,716,91,66,4.70742603531718,6
84,Gaming Mouse RGB,High precision gaming mouse with RGB lighting,Electronics/Accessories,348.6499533035244,4.348217375995538,985,103,37,4.3927402932641275,7
85,Wireless Earbuds,Premium wireless earbuds with noise cancellation,Electronics/Audio,1368.01380482612,3.892214695032929,521,121,98,4.316309948643424,5
86,iPhone 13 Pro 128GB,Latest Apple iPhone with Pro camera system,Electronics/Phones,1587.9323606621706,4.885299220803736,614,28,88,4.200374980204785,7
87,Samsung Galaxy S21,Android flagship with amazing display,Electronics/Phones,1960.017734399636,3.6987112415400905,205,74,94,4.29599689100758,9
88,"MacBook Pro 14""",Powerful laptop for professionals,Electronics/Laptops,563.2519866243963,4.370234912995669,934,18,43,4.271026834484341,4
89,Gaming Mouse RGB,High precision gaming mouse with RGB lighting,Electronics/Accessories,786.7701633344659,3.774657893524887,740,187,35,4.350186017644738,6
90,Wireless Earbuds,Premium wireless earbuds with noise cancellation,Electronics/Audio,1609.8350379331307,4.143670032100502,703,117,83,4.325804453260083,3
91,iPhone 13 Pro 128GB,Latest Apple iPhone with Pro camera system,Electronics/Phones,669.4820674225972,4.4076586238551645,364,41,38,4.473974066404117,3
92,Samsung Galaxy S21,Android flagship with amazing display,Electronics/Phones,649.2793058002527,4.267884371705082,345,90,71,4.190902944097869,6
93,"MacBook Pro 14""",Powerful laptop for professionals,Electronics/Laptops,163.020831947013,3.8523472022309737,204,22,4,4.60858457936474,4
94,Gaming Mouse RGB,High precision gaming mouse with RGB lighting,Electronics/Accessories,123.90717623868022,4.804304782578089,15,175,86,4.335918925561801,7
95,Wireless Earbuds,Premium wireless earbuds with noise cancellation,Electronics/Audio,1099.5222654395325,4.55300599770132,467,115,77,4.008805076610512,7
96,iPhone 13 Pro 128GB,Latest Apple iPhone with Pro camera system,Electronics/Phones,642.7165601665204,4.417931028639744,302,109,40,4.603366151699021,1
97,Samsung Galaxy S21,Android flagship with amazing display,Electronics/Phones,491.47344867296215,3.5527926657122757,140,199,21,4.055671354231787,9
98,"MacBook Pro 14""",Powerful laptop for professionals,Electronics/Laptops,957.3463134573278,4.5360134570440005,611,78,94,4.775620468527739,9
99,Gaming Mouse RGB,High precision gaming mouse with RGB lighting,Electronics/Accessories,824.8728727595242,3.995288074540589,754,59,76,4.941389337259973,7
100,Wireless Earbuds,Premium wireless earbuds with noise cancellation,Electronics/Audio,1073.534340104416,3.7625103711109156,379,29,99,4.660990522110261,9
101,iPhone 13 Pro 128GB,Latest Apple iPhone with Pro camera system,Electronics/Phones,1458.6884255041475,3.7865484726748324,510,51,24,4.590927879210381,7
102,Samsung Galaxy S21,Android flagship with amazing display,Electronics/Phones,1960.0770398332218,3.7412343645018913,200,63,79,4.5563272533250805,2
103,"MacBook Pro 14""",Powerful laptop for professionals,Electronics/Laptops,1749.206125491634,4.817770303980385,285,169,84,4.602392343023877,4
104,Gaming Mouse RGB,High precision gaming mouse with RGB lighting,Electronics/Accessories,606.5841583495545,4.066071373685893,504,108,90,4.623295120391315,1
105,Wireless Earbuds,Premium wireless earbuds with noise cancellation,Electronics/Audio,1920.5558053904244,4.834443028171008,767,199,87,4.173256560985474,6
106,iPhone 13 Pro 128GB,Latest Apple iPhone with Pro camera system,Electronics/Phones,363.97639262194093,3.6617800013455826,138,26,5,4.181364058588662,8
107,Samsung Galaxy S21,Android flagship with amazing display,Electronics/Phones,273.1788027247887,3.9456893629335825,753,162,18,4.798068513613576,6
108,"MacBook Pro 14""",Powerful laptop for professionals,Electronics/Laptops,946.3934444494411,4.479483313221052,112,88,68,4.635167495986946,6
109,Gaming Mouse RGB,High precision gaming mouse with RGB lighting,Electronics/Accessories,1275.9338484032764,4.395672182974113,494,6,97,4.89221450959791,8
110,Wireless Earbuds,Premium wireless earbuds with noise cancellation,Electronics/Audio,145.3164578375318,4.092932591579738,667,129,82,4.749096310144976,5
111,iPhone 13 Pro 128GB,Latest Apple iPhone with Pro camera system,Electronics/Phones,1605.6024494686767,4.087723373606704,45,120,11,4.494509987446051,3
112,Samsung Galaxy S21,Android flagship with amazing display,Electronics/Phones,1395.1580582086187,4.40382694815253,109,32,24,4.0191102178331,7
113,"MacBook Pro 14""",Powerful laptop for professionals,Electronics/Laptops,955.581751873162,3.7944230781608264,150,110,95,4.527312734611688,4
114,Gaming Mouse RGB,High precision gaming mouse with RGB lighting,Electronics/Accessories,1173.7210799321715,4.348033789641302,758,14,95,4.24396948191928,2
115,Wireless Earbuds,Premium wireless earbuds with noise cancellation,Electronics/Audio,1122.8896294660285,3.678330931591619,137,125,30,4.5547686775394975,5
116,iPhone 13 Pro 128GB,Latest Apple iPhone with Pro camera system,Electronics/Phones,1737.7482257627,4.244888140345721,31,177,2,4.527757549219445,2
117,Samsung Galaxy S21,Android flagship with amazing display,Electronics/Phones,1789.5189558411432,3.6556342933124046,713,184,80,4.196906321215346,8
118,"MacBook Pro 14""",Powerful laptop for professionals,Electronics/Laptops,1204.247056841618,4.149179000543495,285,106,26,4.224608660241049,6
119,Gaming Mouse RGB,High precision gaming mouse with RGB lighting,Electronics/Accessories,1693.908069129703,4.538894671651454,145,105,21,4.185608901806731,5
120,Wireless Earbuds,Premium wireless earbuds with noise cancellation,Electronics/Audio,168.43763543149754,3.862162550645809,804,197,42,4.9834572507211545,7
121,iPhone 13 Pro 128GB,Latest Apple iPhone with Pro camera system,Electronics/Phones,899.1479864977546,3.682831446271229,658,13,76,4.014981489906536,7
122,Samsung Galaxy S21,Android flagship with amazing display,Electronics/Phones,969.3362103042613,4.918170092164738,729,167,51,4.73257719384201,3
123,"MacBook Pro 14""",Powerful laptop for professionals,Electronics/Laptops,1608.3356762618275,3.851352848117917,671,65,81,4.054337752189438,7
124,Gaming Mouse RGB,High precision gaming mouse with RGB lighting,Electronics/Accessories,731.6426790586212,3.8335809441025877,631,24,78,4.25048964282712,3
125,Wireless Earbuds,Premium wireless earbuds with noise cancellation,Electronics/Audio,1027.3740484396171,3.9850792220183355,983,135,58,4.17584516663408,8
126,iPhone 13 Pro 128GB,Latest Apple iPhone with Pro camera system,Electronics/Phones,1843.4006099599328,4.746352083284469,356,128,93,4.390117161570769,3
127,Samsung Galaxy S21,Android flagship with amazing display,Electronics/Phones,1149.177301169275,3.762548047863495,527,164,56,4.188192311315157,4
128,"MacBook Pro 14""",Powerful laptop for professionals,Electronics/Laptops,753.2472137768616,3.7223932649962164,898,46,43,4.437697880794409,1
129,Gaming Mouse RGB,High precision gaming mouse with RGB lighting,Electronics/Accessories,1390.6020200503958,3.8526264182885916,888,45,94,4.457888823431983,1
130,Wireless Earbuds,Premium wireless earbuds with noise cancellation,Electronics/Audio,1505.2517467664659,3.6411695495751655,458,161,14,4.051697020423563,4
131,iPhone 13 Pro 128GB,Latest Apple iPhone with Pro camera system,Electronics/Phones,937.0377459569322,4.572694860659154,261,57,70,4.912807356206393,6
132,Samsung Galaxy S21,Android flagship with amazing display,Electronics/Phones,1494.1831161896105,3.924381597535268,784,60,16,4.0071741579757685,6
133,"MacBook Pro 14""",Powerful laptop for professionals,Electronics/Laptops,1713.1696175116708,3.6522707828487957,46,85,66,4.137768966084692,5
134,Gaming Mouse RGB,High precision gaming mouse with RGB lighting,Electronics/Accessories,453.1004146543074,4.87340393709852,932,151,35,4.241278565142352,8
135,Wireless Earbuds,Premium wireless earbuds with noise cancellation,Electronics/Audio,1311.1877295503325,4.237440880413095,613,153,1,4.749488445312988,3
136,iPhone 13 Pro 128GB,Latest Apple iPhone with Pro camera system,Electronics/Phones,1738.912400504089,3.9639506758956937,125,109,59,4.463340481057719,6
137,Samsung Galaxy S21,Android flagship with amazing display,Electronics/Phones,1278.5377075381734,4.097584457609428,808,13,12,4.947390194768716,4
138,"MacBook Pro 14""",Powerful laptop for professionals,Electronics/Laptops,1679.09034024875,4.626542778796756,221,60,14,4.631789000673638,1
139,Gaming Mouse RGB,High precision gaming mouse with RGB lighting,Electronics/Accessories,426.5741249205042,4.5971330035941556,637,130,92,4.380435128036298,1
140,Wireless Earbuds,Premium wireless earbuds with noise cancellation,Electronics/Audio,1538.6093267795777,3.957077195301338,340,184,35,4.747018119349071,2
141,iPhone 13 Pro 128GB,Latest Apple iPhone with Pro camera system,Electronics/Phones,1133.7636645225573,3.5507320596309486,790,3,55,4.818750977519461,7
142,Samsung Galaxy S21,Android flagship with amazing display,Electronics/Phones,887.4889057108314,4.551022160630628,323,112,44,4.495749545408698,5
143,"MacBook Pro 14""",Powerful laptop for professionals,Electronics/Laptops,1780.610512469475,4.410001798487006,869,197,91,4.49993718568439,7
144,Gaming Mouse RGB,High precision gaming mouse with RGB lighting,Electronics/Accessories,749.1972114372068,4.590195793027878,306,145,9,4.346836783961448,2
145,Wireless Earbuds,Premium wireless earbuds with noise cancellation,Electronics/Audio,1759.260844642261,4.1562698731872185,709,169,63,4.168037149385558,6
146,iPhone 13 Pro 128GB,Latest Apple iPhone with Pro camera system,Electronics/Phones,577.7007432662065,4.964548868608658,31,119,62,4.052770568133232,9
147,Samsung Galaxy S21,Android flagship with amazing display,Electronics/Phones,1070.4928706120559,4.604886432964422,343,101,87,4.174130359114484,6
148,"MacBook Pro 14""",Powerful laptop for professionals,Electronics/Laptops,332.14095034317194,3.5462803689402844,794,143,34,4.688902236768605,9
149,Gaming Mouse RGB,High precision gaming mouse with RGB lighting,Electronics/Accessories,1075.6052252023012,3.797313482305044,465,102,77,4.094236505901063,8
150,Wireless Earbuds,Premium wireless earbuds with noise cancellation,Electronics/Audio,291.02747792380165,4.694578857333369,282,168,69,4.807677787659742,6
151,iPhone 13 Pro 128GB,Latest Apple iPhone with Pro camera system,Electronics/Phones,1774.3922759558275,4.674664554608906,569,151,91,4.165400286898557,9
152,Samsung Galaxy S21,Android flagship with amazing display,Electronics/Phones,1572.8085910879247,4.324422908112599,623,63,4,4.917508140185121,9
153,"MacBook Pro 14""",Powerful laptop for professionals,Electronics/Laptops,1542.7548825734664,4.964835982145637,243,25,58,4.923782447235209,8
154,Gaming Mouse RGB,High precision gaming mouse with RGB lighting,Electronics/Accessories,1625.6941932289103,4.559098653106642,967,72,67,4.201520823350734,6
155,Wireless Earbuds,Premium wireless earbuds with noise cancellation,Electronics/Audio,1658.9491434055826,4.955194525106508,681,58,40,4.213661488602583,6
156,iPhone 13 Pro 128GB,Latest Apple iPhone with Pro camera system,Electronics/Phones,366.12895738388664,4.223662431365749,840,150,27,4.140568866557654,4
157,Samsung Galaxy S21,Android flagship with amazing display,Electronics/Phones,248.22230559223044,3.6728612742134294,325,141,16,4.224420430462491,4
158,"MacBook Pro 14""",Powerful laptop for professionals,Electronics/Laptops,1421.6483607192179,3.6116374484320923,534,110,58,4.8048536323521915,5
159,Gaming Mouse RGB,High precision gaming mouse with RGB lighting,Electronics/Accessories,1319.3860243629626,4.129305631812864,774,66,47,4.544787032364648,8
160,Wireless Earbuds,Premium wireless earbuds with noise cancellation,Electronics/Audio,1671.6880803183644,4.279756841156045,664,69,86,4.372346488315754,7
161,iPhone 13 Pro 128GB,Latest Apple iPhone with Pro camera system,Electronics/Phones,1185.9457290561768,3.795114814180911,38,59,1,4.682865520822343,6
162,Samsung Galaxy S21,Android flagship with amazing display,Electronics/Phones,1490.7281263005455,3.6864374226952963,805,159,65,4.312563828977429,6
163,"MacBook Pro 14""",Powerful laptop for professionals,Electronics/Laptops,1854.19261273047,4.203830298238273,962,13,72,4.302252005254213,1
164,Gaming Mouse RGB,High precision gaming mouse with RGB lighting,Electronics/Accessories,1822.565254385082,3.521094527222463,479,176,74,4.6088212241078965,8
165,Wireless Earbuds,Premium wireless earbuds with noise cancellation,Electronics/Audio,1542.053963045032,3.603258286996771,668,29,47,4.130846728358111,9
166,iPhone 13 Pro 128GB,Latest Apple iPhone with Pro camera system,Electronics/Phones,784.5984454822728,4.035865513440726,610,103,80,4.120258232574536,7
167,Samsung Galaxy S21,Android flagship with amazing display,Electronics/Phones,1024.5868827777144,4.815040427926116,641,44,67,4.215987152322493,5
168,"MacBook Pro 14""",Powerful laptop for professionals,Electronics/Laptops,568.3149059935251,4.174332428428837,510,1,18,4.075651235613186,7
169,Gaming Mouse RGB,High precision gaming mouse with RGB lighting,Electronics/Accessories,1770.7264599855241,4.3057485155256146,80,64,81,4.0472660960673466,8
170,Wireless Earbuds,Premium wireless earbuds with noise cancellation,Electronics/Audio,1002.7923954375373,4.948832710636376,872,94,33,4.4163255659159075,6
171,iPhone 13 Pro 128GB,Latest Apple iPhone with Pro camera system,Electronics/Phones,1339.5691279814916,4.586080257626584,856,36,62,4.862828947071715,1
172,Samsung Galaxy S21,Android flagship with amazing display,Electronics/Phones,1858.901629309164,4.600498571636658,749,173,57,4.989730418827121,3
173,"MacBook Pro 14""",Powerful laptop for professionals,Electronics/Laptops,691.2387285843389,4.806917043613695,285,191,32,4.447193913932403,4
174,Gaming Mouse RGB,High precision gaming mouse with RGB lighting,Electronics/Accessories,267.47023064974894,3.817089168386708,903,23,61,4.585492810624,1
175,Wireless Earbuds,Premium wireless earbuds with noise cancellation,Electronics/Audio,1339.1655284786307,4.251613848768171,768,0,83,4.482904308556683,2
176,iPhone 13 Pro 128GB,Latest Apple iPhone with Pro camera system,Electronics/Phones,692.0433601717305,4.486841837231394,429,87,53,4.501768338386551,5
177,Samsung Galaxy S21,Android flagship with amazing display,Electronics/Phones,745.3254839186447,4.958178198230602,716,66,9,4.9003837807178945,7
178,"MacBook Pro 14""",Powerful laptop for professionals,Electronics/Laptops,1391.9241411327753,4.44041872972682,232,156,36,4.22593601565621,2
179,Gaming Mouse RGB,High precision gaming mouse with RGB lighting,Electronics/Accessories,935.5145306257353,4.5171229776039254,493,2,13,4.592932497620593,4
180,Wireless Earbuds,Premium wireless earbuds with noise cancellation,Electronics/Audio,516.8759753383587,3.6951942205634265,285,122,17,4.883414702973816,7
181,iPhone 13 Pro 128GB,Latest Apple iPhone with Pro camera system,Electronics/Phones,1446.3423649895067,3.6492014887476065,923,112,36,4.997769316718549,7
182,Samsung Galaxy S21,Android flagship with amazing display,Electronics/Phones,1670.8815669429507,3.7537887829121535,546,55,66,4.009371721235885,5
183,"MacBook Pro 14""",Powerful laptop for professionals,Electronics/Laptops,1877.2530703759612,4.742199506671407,908,27,75,4.443395406760376,2
184,Gaming Mouse RGB,High precision gaming mouse with RGB lighting,Electronics/Accessories,983.9049126244454,3.9558396828037963,833,53,10,4.4221322182226865,2
185,Wireless Earbuds,Premium wireless earbuds with noise cancellation,Electronics/Audio,198.32967276747783,4.977530937929698,931,64,14,4.92481337603312,9
186,iPhone 13 Pro 128GB,Latest Apple iPhone with Pro camera system,Electronics/Phones,142.8667032025107,4.138735024062417,176,46,14,4.784319315842467,3
187,Samsung Galaxy S21,Android flagship with amazing display,Electronics/Phones,1017.846129943723,4.959202228688472,313,9,81,4.992381198790791,2
188,"MacBook Pro 14""",Powerful laptop for professionals,Electronics/Laptops,740.7716569385492,4.608908604406134,406,136,58,4.507544690822185,7
189,Gaming Mouse RGB,High precision gaming mouse with RGB lighting,Electronics/Accessories,1589.855095615213,4.888776587461988,592,3,59,4.676086624906754,5
190,Wireless Earbuds,Premium wireless earbuds with noise cancellation,Electronics/Audio,1881.3698657374212,4.195201341547702,103,52,2,4.01750805700167,2
191,iPhone 13 Pro 128GB,Latest Apple iPhone with Pro camera system,Electronics/Phones,1043.051551542571,4.8637678301428275,860,107,18,4.868185063750836,8
192,Samsung Galaxy S21,Android flagship with amazing display,Electronics/Phones,219.30689597296885,4.04484844592679,961,23,22,4.7491123736482965,7
193,"MacBook Pro 14""",Powerful laptop for professionals,Electronics/Laptops,1662.0848717601407,4.52803718357082,581,56,36,4.903612559461643,8
194,Gaming Mouse RGB,High precision gaming mouse with RGB lighting,Electronics/Accessories,1898.879926657318,4.033046272063805,838,54,58,4.880696812917865,6
